domain,owner,org_type,certified_date,cert_level,detail_url
thtanhung.haiphong.edu.vn,Trường Tiểu học Tân Hưng,Tổ chức nhà nước,18/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/thtanhunghaiphongeduvn-1721186382
thuongkiem.kimson.ninhbinh.gov.vn,Uỷ ban nhân dân xã Thượng Kiệm,Hội đồng nhân dân & UBND,06/12/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/thuongkiemkimsonninhbinhgovvn-1733298508
thuvienkhcn.quangngai.gov.vn,Sở Thông tin và Truyền thông Quảng Ngãi,Hội đồng nhân dân & UBND,13/12/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/thuvienkhcnquangngaigovvn-1710902134
thuvientinhthanhhoa.vn,Thư viện tỉnh Thanh Hóa,Tổ chức nhà nước,26/09/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/thuvientinhthanhhoavn-1727317554
thvanson.haiphong.edu.vn,Trường Tiểu học Vạn Sơn,Tổ chức nhà nước,19/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/thvansonhaiphongeduvn-1721274442
thvinhlong-thangthuy.haiphong.edu.vn,Trường Tiểu học Vĩnh Long- Thắng Thuỷ,Tổ chức nhà nước,17/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/thvinhlong-thangthuyhaiphongeduvn-1721182920
tiengiang.gov.vn,HĐND & UBND tỉnh Tiền Giang,Hội đồng nhân dân & UBND,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/tiengiang.gov.vn
tienphong.vn,Báo Tiền Phong - Trung ương Đoàn TNCS HCM,Đoàn Thanh niên CS Hồ Chí Minh,Đã xác thực chính thức,Chứng nhận nâng cao,https://tinnhiemmang.vn/danh-ba-tin-nhiem/tienphong.vn
tinnhiemmang.vn,Trung tâm An ninh mạng Quốc gia (NCA),Tổ chức nhà nước,01/05/2025,Chứng nhận nâng cao,https://tinnhiemmang.vn/danh-ba-tin-nhiem/tinnhiemmangvn-1617812364
toaan.gov.vn,Tòa án Nhân dân Tối cao,Tòa án nhân dân,Đã xác thực chính thức,Chứng nhận nâng cao,https://tinnhiemmang.vn/danh-ba-tin-nhiem/toaan.gov.vn
toatinh.tuangiao.gov.vn,Ủy Ban Nhân Dân Xã Tỏa Tình,Hội đồng nhân dân & UBND,23/11/2023,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/toatinhtuangiaogovvn-1700641918
toquoc.vn,Báo điện tử Tổ Quốc,Tổ chức nhà nước,28/06/2023,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/toquocvn-1687925563
tpninhbinh.ninhbinh.gov.vn,UBND Thành Phố Ninh Bình,Hội đồng nhân dân & UBND,26/09/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/tpninhbinhninhbinhgovvn-1727255999
tpthuduc.hochiminhcity.gov.vn,UBND thành phố Thủ Đức,Hội đồng nhân dân & UBND,26/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/tpthuduchochiminhcitygovvn-1721881470
tracuudiem.danang.gov.vn,Sở Giáo dục và Đào tạo thành phố Đà Nẵng,Hội đồng nhân dân & UBND,10/01/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/tracuudiemdananggovvn-1704788838
tramhanh.dalat.lamdong.gov.vn,UBND Xã Trạm Hành,Hội đồng nhân dân & UBND,18/09/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/tramhanhdalatlamdonggovvn-1726451354
trangvangdulichvietnam.vn,Trung tâm Thông tin du lịch,Tổ chức nhà nước,12/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/trangvangdulichvietnamvn-1723449370
travellink.vn,Công Ty Cổ Phần Công Nghệ Và Truyền Thông Vnlink,Tổ chức nhà nước,30/06/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/travellinkvn-1720173906
travinh.gov.vn,HĐND & UBND tỉnh Trà Vinh,Hội đồng nhân dân & UBND,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/travinh.gov.vn
trungcapnghemiennui.edu.vn,Trường Trung cấp nghề Miền núi Thanh Hóa,Tổ chức nhà nước,17/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/trungcapnghemiennuieduvn-1729133141
trungtamnuocsach.vinhlong.gov.vn,Trung tâm Nước sạch và Vệ sinh Môi trường Nông thôn tỉnh Vĩnh Long,Hội đồng nhân dân & UBND,15/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/trungtamnuocsachvinhlonggovvn-1723689821
trungtamnuocthanhhoa.com.vn,Trung tâm Nước sinh hoạt và Vệ sinh môi trường nông thôn tỉnh Thanh Hóa,Tổ chức nhà nước,17/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/trungtamnuocthanhhoacomvn-1729133000
trungtamptht.bqlkkt.angiang.gov.vn,Trung tâm Đầu tư - Phát triển hạ tầng và Hỗ trợ doanh nghiệp Khu kinh tế tỉnh An Giang,Hội đồng nhân dân & UBND,02/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/trungtampthtbqlkktangianggovvn-1727771490
trungtamytebaoloc.vn,Trung tâm Y tế thành phố Bảo Lộc,Tổ chức nhà nước,15/06/2023,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/trungtamytebaolocvn-1686790656
trungtamytehuyendakto.vn,Trung tâm Y tế huyện Đăk Tô,Tổ chức nhà nước,05/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/trungtamytehuyendaktovn-1722848673
trungtamytenghison.vn,Trung tâm Y tế thị xã Nghi Sơn,Tổ chức nhà nước,26/09/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/trungtamytenghisonvn-1727317273
trungtamytevanyen.vn,Trung tâm Y tế huyện Văn Yên,Tổ chức nhà nước,26/06/2023,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/trungtamytevanyenvn-1687514269
ttbvtv.lamdong.gov.vn,Chi cục Trồng trọt và Bảo vệ thực vật tỉnh Lâm Đồng,Chính phủ Việt Nam,07/09/2023,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ttbvtvlamdonggovvn-1693961992
ttdn.ninhbinh.gov.vn,Sở Thông tin và Truyền thông tỉnh Ninh Bình,Hội đồng nhân dân & UBND,22/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ttdnninhbinhgovvn-1721619916
ttdvvl.thanhhoa.gov.vn,Trung tâm Dịch vụ việc làm Thanh Hóa,Hội đồng nhân dân & UBND,17/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ttdvvlthanhhoagovvn-1729133035
ttyt-longho.vinhlong.gov.vn,Trung tâm Y tế huyện Long Hồ tỉnh Vĩnh Long,Hội đồng nhân dân & UBND,15/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ttyt-longhovinhlonggovvn-1723689490
ttyt-mangthit.vinhlong.gov.vn,Trung tâm Y tế huyện Mang Thít tỉnh Vĩnh Long,Hội đồng nhân dân & UBND,15/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ttyt-mangthitvinhlonggovvn-1723689522
ttytbinhminh.vinhlong.gov.vn,Trung tâm Y tế thị xã Bình Minh tỉnh Vĩnh Long,Hội đồng nhân dân & UBND,15/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ttytbinhminhvinhlonggovvn-1723689575
ttytbinhtan.vinhlong.gov.vn,Trung tâm Y tế huyện Bình Tân tỉnh Vĩnh Long,Hội đồng nhân dân & UBND,15/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ttytbinhtanvinhlonggovvn-1723689606
ttythuyeniahdrai.vn,Trung tâm y tế huyện Lahdrai,Tổ chức nhà nước,31/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ttythuyeniahdraivn-1722241509
ttytkbang.gialai.gov.vn,Trung tâm Y tế huyện Kbang,Hội đồng nhân dân & UBND,18/01/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ttytkbanggialaigovvn-1705538345
ttytlienchieu.org.vn,"Trung tâm y tế quận Liên Chiểu, Đà nẵng",Tổ chức nhà nước,15/06/2023,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ttytlienchieuorgvn-1659687813
ttytnguyenvanthu.vinhlong.gov.vn,Trung tâm Y tế Nguyễn Văn Thủ tỉnh Vĩnh Long,Hội đồng nhân dân & UBND,15/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ttytnguyenvanthuvinhlonggovvn-1723689757
ttyttambinh.vinhlong.gov.vn,Trung tâm Y tế huyện Tam Bình tỉnh Vĩnh Long,Hội đồng nhân dân & UBND,15/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ttyttambinhvinhlonggovvn-1723689549
ttyttpvl.vinhlong.gov.vn,Trung tâm Y tế Thành phố Vĩnh Long tỉnh Vĩnh Long,Hội đồng nhân dân & UBND,15/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ttyttpvlvinhlonggovvn-1723689451
ttyttraon.vinhlong.gov.vn,Trung tâm Y tế huyện Trà Ôn tỉnh Vĩnh Long,Hội đồng nhân dân & UBND,15/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ttyttraonvinhlonggovvn-1723689790
tulieuvankien.dangcongsan.vn,Tư liệu Văn kiện Đảng - Báo Điện tử ĐCSVN,Đảng Cộng sản Việt Nam,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/tulieuvankien.dangcongsan.vn
tuoitrehaiduong.vn,Tỉnh đoàn Hải Dương,Đoàn Thanh niên CS Hồ Chí Minh,07/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/tuoitrehaiduongvn-1728268603
tuyentruyen.lamdong.gov.vn,Cổng thông tin điện tử tỉnh Lâm Đồng,Hội đồng nhân dân & UBND,07/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/tuyentruyenlamdonggovvn-1730879935
vangiang.tpninhbinh.ninhbinh.gov.vn,"Uỷ ban nhân dân phường Vân Giang, thành phố Ninh Bình, tỉnh Ninh Bình",Hội đồng nhân dân & UBND,27/06/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/vangiangtpninhbinhninhbinhgovvn-1719472803
vinhlong.gov.vn,HĐND & UBND tỉnh Vĩnh Long,Hội đồng nhân dân & UBND,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/vinhlong.gov.vn
vinhphuc.gov.vn,HĐND & UBND tỉnh Vĩnh Phúc,Hội đồng nhân dân & UBND,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/vinhphuc.gov.vn
vivita.vn,Công Ty Cổ phần Sức Sống Việt Nam,Tổ chức nhà nước,06/02/2023,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/vivitavn-1672460822
vksndtc.gov.vn,Viện Kiểm sát Nhân dân Tối cao,Viện Kiểm sát nhân dân,Đã xác thực chính thức,Chứng nhận nâng cao,https://tinnhiemmang.vn/danh-ba-tin-nhiem/vksndtc.gov.vn
xnc-congan.hochiminhcity.gov.vn,Công an Thành phố Hồ Chí Minh,Hội đồng nhân dân & UBND,25/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/xnc-conganhochiminhcitygovvn-1721879275
xuanchinh.kimson.ninhbinh.gov.vn,"Uỷ ban nhân dân xã Xuân Chính, huyện Kim Sơn, tỉnh Ninh Bình",Hội đồng nhân dân & UBND,26/06/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/xuanchinhkimsonninhbinhgovvn-1719362164
xuantho.dalat.lamdong.gov.vn,"UBND Xã Xuân Thọ, TP Đà Lạt, Lâm Đồng",Hội đồng nhân dân & UBND,29/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/xuanthodalatlamdonggovvn-1724915956
xuantruong.dalat.lamdong.gov.vn,"UBND Xã Xuân Trường, TP Đà Lạt, Lâm Đồng",Hội đồng nhân dân & UBND,29/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/xuantruongdalatlamdonggovvn-1724916039
yenbai.gov.vn,HĐND & UBND tỉnh Yên Bái,Hội đồng nhân dân & UBND,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/yenbai.gov.vn
yenloc.kimson.ninhbinh.gov.vn,"Uỷ ban nhân dân xã Yên Lộc, huyện Kim Sơn, tỉnh Ninh Bình",Hội đồng nhân dân & UBND,26/06/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/yenlockimsonninhbinhgovvn-1719281314
yenmac.yenmo.ninhbinh.gov.vn,"Uỷ ban nhân dân xã Yên Mạc, huyện Yên Mô, tỉnh Ninh Bình",Hội đồng nhân dân & UBND,27/06/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/yenmacyenmoninhbinhgovvn-1719456857
yenmo.ninhbinh.gov.vn,"Uỷ ban nhân dân huyện Yên Mô, tỉnh Ninh Bình",Hội đồng nhân dân & UBND,27/06/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/yenmoninhbinhgovvn-1719456718
yenthinh.yenmo.ninhbinh.gov.vn,"Uỷ ban nhân dân thị trấn Yên Thịnh, huyện Yên Mô, tỉnh Ninh Bình",Hội đồng nhân dân & UBND,27/06/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/yenthinhyenmoninhbinhgovvn-1719457004
ytebimson.ytethanhhoa.gov.vn,"Trung tâm y tế Thị xã Bỉm Sơn, tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,25/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ytebimsonytethanhhoagovvn-1732249956
ytecamlam.syt.khanhhoa.gov.vn,Trung tâm Y tế Cam lâm,Hội đồng nhân dân & UBND,15/01/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ytecamlamsytkhanhhoagovvn-1705282981
ytehatrung.ytethanhhoa.gov.vn,"Trung tâm y tế huyện Hà Trung, tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,25/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ytehatrungytethanhhoagovvn-1732249991
ytehauloc.ytethanhhoa.gov.vn,"Trung tâm y tế huyện Hậu Lộc, tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,25/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ytehaulocytethanhhoagovvn-1732250025
ytenhuthanh.ytethanhhoa.gov.vn,Trung tâm y tế huyện Như Thanh,Hội đồng nhân dân & UBND,24/06/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ytenhuthanhytethanhhoagovvn-1718960403
ytenongcong.ytethanhhoa.gov.vn,Trung tâm y tế huyện Nông Cống tỉnh Thanh Hóa,Hội đồng nhân dân & UBND,17/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ytenongcongytethanhhoagovvn-1729133407
ytequanhoa.ytethanhhoa.gov.vn,Trung tâm y tế huyện Quan Hóa,Hội đồng nhân dân & UBND,26/09/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ytequanhoaytethanhhoagovvn-1727317384
yteyendinh.ytethanhhoa.gov.vn,"Trung tâm y tế huyện Yên Định, tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,25/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/yteyendinhytethanhhoagovvn-1732250057
aithuong.bathuoc.thanhhoa.gov.vn,"UBND Xã Ái Thượng, Huyện Bá Thước, tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,21/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/aithuongbathuocthanhhoagovvn-1724148663
anhung.tpthanhhoa.thanhhoa.gov.vn,"UBND Phường An Hưng, Thành phố Thanh Hóa, tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,26/09/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/anhungtpthanhhoathanhhoagovvn-1727317724
badinh.tpthanhhoa.thanhhoa.gov.vn,"UBND Phường Ba Đình, Thành phố Thanh Hóa, tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,26/09/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/badinhtpthanhhoathanhhoagovvn-1727317774
bancong.bathuoc.thanhhoa.gov.vn,"UBND Xã Ban Công, Huyện Bá Thước, tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,21/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/bancongbathuocthanhhoagovvn-1724148332
battrang.gialam.hanoi.gov.vn,"UBND xã Bát Tràng, Gia Lâm, Hà Nội",Hội đồng nhân dân & UBND,11/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/battranggialamhanoigovvn-1731049821
bdt.dienbien.gov.vn,Ban dân tộc tỉnh Điện Biên,Hội đồng nhân dân & UBND,13/09/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/bdtdienbiengovvn-1726198950
bensung.nhuthanh.thanhhoa.gov.vn,"UBND Thị trấn Bến Sung, huyện Như Thanh, tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,16/04/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/bensungnhuthanhthanhhoagovvn-1713197437
binhan-dian.gov.vn,"UBND phường Bình An , thành phố Dĩ An,  tỉnh Bình Dương",Hội đồng nhân dân & UBND,15/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/binhan-diangovvn-1728877588
binhduong.gov.vn,HĐND & UBND tỉnh Bình Dương,Hội đồng nhân dân & UBND,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/binhduong.gov.vn
binhhien.danang.gov.vn,"UBND phường Bình Hiên, quận Hải Châu, thành phố Đà Nẵng",Hội đồng nhân dân & UBND,08/12/2023,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/binhhiendananggovvn-1701938905
binhminh.thixanghison.thanhhoa.gov.vn,"UBND phường Bình Minh Thị xã Nghi Sơn, tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/binhminhthixanghisonthanhhoagovvn-1723522363
binhthuan.gov.vn,HĐND & UBND tỉnh Bình Thuận,Hội đồng nhân dân & UBND,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/binhthuan.gov.vn
canhuu-quocoai.thudo.gov.vn,"UBND xã Cấn Hữu, huyện Quốc Oai, Hà Nội",Hội đồng nhân dân & UBND,22/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/canhuu-quocoaithudogovvn-1732090920
chicucqlclnltsthanhhoa.gov.vn,"Chi cục Quản lý chất lượng Nông, lâm sản và Thủy sản tỉnh Thanh Hóa",Chính phủ Việt Nam,17/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/chicucqlclnltsthanhhoagovvn-1729132863
chora.babe.gov.vn,Uỷ Ban Nhân Dân Thị Trấn Chợ Rã,Hội đồng nhân dân & UBND,06/12/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/chorababegovvn-1733128745
cobi.gialam.hanoi.gov.vn,"UBND xã Cổ Bi, Gia Lâm, Hà Nội",Hội đồng nhân dân & UBND,11/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/cobigialamhanoigovvn-1731049570
codong.sontay.hanoi.gov.vn,"UBND xã Cổ Đông, thị xã Sơn Tây, Hà Nội",Hội đồng nhân dân & UBND,27/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/codongsontayhanoigovvn-1732682693
colung.bathuoc.thanhhoa.gov.vn,"UBND Xã Cổ Lũng, Huyện Bá Thước, tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,21/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/colungbathuocthanhhoagovvn-1724148932
congbobanthiettoaan.toaan.gov.vn,Cổng Công bố Bản án - TAND Tối cao,Tòa án nhân dân,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/congbobanthiettoaan.toaan.gov.vn
congchinh.nongcong.thanhhoa.gov.vn,"UBND xã Công Chính Huyện Nông Cống, Tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/congchinhnongcongthanhhoagovvn-1723532159
congdoan.org.vn,Tổng Liên đoàn Lao động Việt Nam,Công đoàn Việt Nam,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/congdoan.org.vn
congdoanbrvt.org.vn,Liên đoàn Lao động tỉnh Bà Rịa - Vũng Tàu,Công đoàn Việt Nam,02/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/congdoanbrvtorgvn-1725938436
conghoa-quocoai.thudo.gov.vn,"UBND xã Cộng Hoà, huyện Quốc Oai, Hà Nội",Hội đồng nhân dân & UBND,22/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/conghoa-quocoaithudogovvn-1732090822
congliem.nongcong.thanhhoa.gov.vn,"UBND xã Công Liêm Huyện Nông Cống, Tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/congliemnongcongthanhhoagovvn-1723532128
congtacxahoi.thanhhoa.gov.vn,Trung tâm Cung cấp dịch vụ công tác xã hội Thanh Hóa,Hội đồng nhân dân & UBND,17/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/congtacxahoithanhhoagovvn-1729133068
ctk.bacninh.gov.vn,Cục Thống kê tỉnh Bắc Ninh,Chính phủ Việt Nam,23/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ctkbacninhgovvn-1729646351
cucthongke.danang.gov.vn,Cục Thống kê thành phố Đà Nẵng,Chính phủ Việt Nam,21/05/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/cucthongkedananggovvn-1716254625
cucthongkethuathienhue.gso.gov.vn,Cục Thống kê Tỉnh Thừa Thiên Huế,Chính phủ Việt Nam,23/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/cucthongkethuathienhuegsogovvn-1724233573
daibieuquochoi.thuathienhue.gov.vn,Đoàn Đại biểu Quốc hội tỉnh Thừa Thiên Huế,Quốc hội Việt Nam,23/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/daibieuquochoithuathienhuegovvn-1729651853
dailoc.hauloc.thanhhoa.gov.vn,"UBND xã Đại Lộc, Huyện Hậu Lộc, tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,21/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dailochaulocthanhhoagovvn-1724210310
daithanh-quocoai.thudo.gov.vn,"UBND xã Đại Thành, Hà Nội",Hội đồng nhân dân & UBND,22/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/daithanh-quocoaithudogovvn-1732084725
daknong.gov.vn,HĐND & UBND tỉnh Đắk Nông,Hội đồng nhân dân & UBND,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/daknong.gov.vn
darsal.damrong.lamdong.gov.vn,UBND xã Đạ Rsal,Hội đồng nhân dân & UBND,07/09/2023,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/darsaldamronglamdonggovvn-1693305544
daton.gialam.hanoi.gov.vn,"UBND xã Đa Tốn, Gia Lâm, Hà Nội",Hội đồng nhân dân & UBND,11/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/datongialamhanoigovvn-1731049461
dichvucong.quochoi.vn,Cổng Dịch vụ công Quốc hội,Quốc hội Việt Nam,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dichvucong.quochoi.vn
dienbien.tpthanhhoa.thanhhoa.gov.vn,"UBND Phường Điện Biên, Thành phố Thanh Hóa, tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,26/09/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dienbientpthanhhoathanhhoagovvn-1727317812
dienha.bathuoc.thanhhoa.gov.vn,"UBND Xã Điền Hạ, Huyện Bá Thước, tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,21/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dienhabathuocthanhhoagovvn-1724148538
dienlu.bathuoc.thanhhoa.gov.vn,"UBND Xã Điền Lư, Huyện Bá Thước, tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,21/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dienlubathuocthanhhoagovvn-1724148498
dienquang.bathuoc.thanhhoa.gov.vn,"UBND Xã Điền Quang, Huyện Bá Thước, tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,21/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dienquangbathuocthanhhoagovvn-1724148569
dienthuong.bathuoc.thanhhoa.gov.vn,"UBND Xã Điền Thượng, Huyện Bá Thước, tỉnh Thanh Hóa",Hội đồng nhân dân & UBND,21/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dienthuongbathuocthanhhoagovvn-1724148600
