domain,owner,type,certified_date,cert_level,detail_url
trungtamnuocthanhhoa.com.vn,Trung tâm Nước sinh hoạt và Vệ sinh môi trường nông thôn tỉnh Thanh Hóa,Tổ chức nhà nước,17/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/trungtamnuocthanhhoacomvn-1729133000
trungtamptht.bqlkkt.angiang.gov.vn,Trung tâm Đầu tư - Phát triển hạ tầng và Hỗ trợ doanh nghiệp Khu kinh tế tỉnh An Giang,Tổ chức nhà nước,02/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/trungtampthtbqlkktangianggovvn-1727771490
trungtamytehuyendakto.vn,Trung tâm Y tế huyện Đăk Tô,Cơ quan nhà nước,05/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/trungtamytehuyendaktovn-1722848673
trungtamytenghison.vn,Trung tâm Y tế thị xã Nghi Sơn,Tổ chức nhà nước,26/09/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/trungtamytenghisonvn-1727317273
ttdn.ninhbinh.gov.vn,Sở Thông tin và Truyền thông tỉnh Ninh Bình,Tổ chức nhà nước,22/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ttdnninhbinhgovvn-1721619916
ttdvvl.thanhhoa.gov.vn,Trung tâm Dịch vụ việc làm Thanh Hóa,Tổ chức nhà nước,17/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ttdvvlthanhhoagovvn-1729133035
ttyt-longho.vinhlong.gov.vn,Trung tâm Y tế huyện Long Hồ tỉnh Vĩnh Long,Tổ chức nhà nước,15/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ttyt-longhovinhlonggovvn-1723689490
ttyt-mangthit.vinhlong.gov.vn,Trung tâm Y tế huyện Mang Thít tỉnh Vĩnh Long,Tổ chức nhà nước,15/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ttyt-mangthitvinhlonggovvn-1723689522
ttytbinhminh.vinhlong.gov.vn,Trung tâm Y tế thị xã Bình Minh tỉnh Vĩnh Long,Tổ chức nhà nước,15/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ttytbinhminhvinhlonggovvn-1723689575
ttytbinhtan.vinhlong.gov.vn,Trung tâm Y tế huyện Bình Tân tỉnh Vĩnh Long,Tổ chức nhà nước,15/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ttytbinhtanvinhlonggovvn-1723689606
ttytnguyenvanthu.vinhlong.gov.vn,Trung tâm Y tế Nguyễn Văn Thủ tỉnh Vĩnh Long,Tổ chức nhà nước,15/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ttytnguyenvanthuvinhlonggovvn-1723689757
ttyttambinh.vinhlong.gov.vn,Trung tâm Y tế huyện Tam Bình tỉnh Vĩnh Long,Tổ chức nhà nước,15/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ttyttambinhvinhlonggovvn-1723689549
ttyttpvl.vinhlong.gov.vn,Trung tâm Y tế Thành phố Vĩnh Long tỉnh Vĩnh Long,Tổ chức nhà nước,15/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ttyttpvlvinhlonggovvn-1723689451
ttyttraon.vinhlong.gov.vn,Trung tâm Y tế huyện Trà Ôn tỉnh Vĩnh Long,Tổ chức nhà nước,15/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ttyttraonvinhlonggovvn-1723689790
tuoitrehaiduong.vn,Tỉnh đoàn Hải Dương,Tổ chức nhà nước,07/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/tuoitrehaiduongvn-1728268603
tuyentruyen.lamdong.gov.vn,Cổng thông tin điện tử tỉnh Lâm Đồng,Tổ chức nhà nước,07/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/tuyentruyenlamdonggovvn-1730879935
uob.com.vn,Ngân hàng TNHH Một thành viên UOB (Việt Nam),Ngân hàng - Tài chính,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/uob.com.vn
vangiang.tpninhbinh.ninhbinh.gov.vn,"Uỷ ban nhân dân phường Vân Giang, thành phố Ninh Bình, tỉnh Ninh Bình",Tổ chức nhà nước,27/06/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/vangiangtpninhbinhninhbinhgovvn-1719472803
vba.org.vn,Hiệp hội Ngân hàng Việt Nam,Ngân hàng - Tài chính,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/vba.org.vn
vbsp.org.vn,Ngân hàng Chính sách xã hội Việt Nam,Ngân hàng - Tài chính,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/vbsp.org.vn
vcb.com.vn,Ngân hàng TMCP Ngoại thương Việt Nam (Vietcombank),Ngân hàng - Tài chính,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/vcb.com.vn
vcbs.com.vn,Công ty TNHH Chứng khoán Ngân hàng TMCP Ngoại thương Việt Nam (VCBS),Ngân hàng - Tài chính,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/vcbs.com.vn
vdb.gov.vn,Ngân hàng Phát triển Việt Nam (VDB),Tổ chức nhà nước,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/vdb.gov.vn
vib.com.vn,Ngân hàng TMCP Quốc tế Việt Nam (VIB),Ngân hàng - Tài chính,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/vib.com.vn
vietbank.com.vn,Ngân hàng TMCP Việt Nam Thương Tín (VietBank),Ngân hàng - Tài chính,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/vietbank.com.vn
vietcombank.com.vn,Ngân hàng TMCP Ngoại thương Việt Nam (Vietcombank),Ngân hàng - Tài chính,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/vietcombank.com.vn
vietinbank.vn,Ngân hàng TMCP Công Thương Việt Nam (VietinBank),Ngân hàng - Tài chính,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/vietinbank.vn
vinhlong.gov.vn,UBND tỉnh Vĩnh Long,Tổ chức nhà nước,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/vinhlong.gov.vn
vinhphuc.gov.vn,UBND tỉnh Vĩnh Phúc,Tổ chức nhà nước,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/vinhphuc.gov.vn
vksndtc.gov.vn,Viện Kiểm sát Nhân dân Tối cao,Tổ chức nhà nước,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/vksndtc.gov.vn
vnanet.vn,Thông tấn xã Việt Nam (TTXVN),Tổ chức nhà nước,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/vnanet.vn
vndirect.com.vn,Công ty Cổ phần Chứng khoán VNDIRECT,Ngân hàng - Tài chính,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/vndirect.com.vn
vnpay.vn,Công ty Cổ phần Giải pháp Thanh toán Việt Nam (VNPAY),Ngân hàng - Tài chính,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/vnpay.vn
vov.vn,Đài Tiếng nói Việt Nam (VOV),Tổ chức nhà nước,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/vov.vn
vpbank.com.vn,Ngân hàng TMCP Việt Nam Thịnh Vượng (VPBank),Ngân hàng - Tài chính,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/vpbank.com.vn
vps.com.vn,Công ty Cổ phần Chứng khoán VPS,Ngân hàng - Tài chính,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/vps.com.vn
vrbank.com.vn,Ngân hàng Liên doanh Việt - Nga (VRB),Ngân hàng - Tài chính,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/vrbank.com.vn
vtv.vn,Đài Truyền hình Việt Nam (VTV),Tổ chức nhà nước,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/vtv.vn
wooribank.com.vn,Ngân hàng TNHH Một thành viên Woori Việt Nam,Ngân hàng - Tài chính,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/wooribank.com.vn
www.vps.com.vn,Công ty chứng khoán VPS,Ngân hàng - Tổ chức tài chính,06/06/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/httpswwwvpscomvn-1619694439
xuantho.dalat.lamdong.gov.vn,"UBND Xã Xuân Thọ, TP Đà Lạt, Lâm Đồng",Tổ chức nhà nước,29/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/xuanthodalatlamdonggovvn-1724915956
xuantruong.dalat.lamdong.gov.vn,"UBND Xã Xuân Trường, TP Đà Lạt, Lâm Đồng",Tổ chức nhà nước,29/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/xuantruongdalatlamdonggovvn-1724916039
yenbai.gov.vn,UBND tỉnh Yên Bái,Tổ chức nhà nước,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/yenbai.gov.vn
yenmac.yenmo.ninhbinh.gov.vn,"Uỷ ban nhân dân xã Yên Mạc, huyện Yên Mô, tỉnh Ninh Bình",Tổ chức nhà nước,27/06/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/yenmacyenmoninhbinhgovvn-1719456857
yenmo.ninhbinh.gov.vn,"Uỷ ban nhân dân huyện Yên Mô, tỉnh Ninh Bình",Tổ chức nhà nước,27/06/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/yenmoninhbinhgovvn-1719456718
yenthinh.yenmo.ninhbinh.gov.vn,"Uỷ ban nhân dân thị trấn Yên Thịnh, huyện Yên Mô, tỉnh Ninh Bình",Tổ chức nhà nước,27/06/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/yenthinhyenmoninhbinhgovvn-1719457004
ytebimson.ytethanhhoa.gov.vn,"Trung tâm y tế Thị xã Bỉm Sơn, tỉnh Thanh Hóa",Tổ chức nhà nước,25/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ytebimsonytethanhhoagovvn-1732249956
ytehatrung.ytethanhhoa.gov.vn,"Trung tâm y tế huyện Hà Trung, tỉnh Thanh Hóa",Tổ chức nhà nước,25/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ytehatrungytethanhhoagovvn-1732249991
ytehauloc.ytethanhhoa.gov.vn,"Trung tâm y tế huyện Hậu Lộc, tỉnh Thanh Hóa",Tổ chức nhà nước,25/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ytehaulocytethanhhoagovvn-1732250025
ytenongcong.ytethanhhoa.gov.vn,Trung tâm y tế huyện Nông Cống tỉnh Thanh Hóa,Tổ chức nhà nước,17/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ytenongcongytethanhhoagovvn-1729133407
ytequanhoa.ytethanhhoa.gov.vn,Trung tâm y tế huyện Quan Hóa,Tổ chức nhà nước,26/09/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ytequanhoaytethanhhoagovvn-1727317384
yteyendinh.ytethanhhoa.gov.vn,"Trung tâm y tế huyện Yên Định, tỉnh Thanh Hóa",Tổ chức nhà nước,25/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/yteyendinhytethanhhoagovvn-1732250057
zalopay.vn,Công ty Cổ phần ZION (ZaloPay),Ngân hàng - Tài chính,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/zalopay.vn
aithuong.bathuoc.thanhhoa.gov.vn,"UBND Xã Ái Thượng, Huyện Bá Thước, tỉnh Thanh Hóa",Tổ chức nhà nước,21/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/aithuongbathuocthanhhoagovvn-1724148663
anhung.tpthanhhoa.thanhhoa.gov.vn,"UBND Phường An Hưng, Thành phố Thanh Hóa, tỉnh Thanh Hóa",Tổ chức nhà nước,26/09/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/anhungtpthanhhoathanhhoagovvn-1727317724
bacabank.vn,Ngân hàng TMCP Bắc Á (Bac A Bank),Ngân hàng - Tài chính,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/bacabank.vn
badinh.tpthanhhoa.thanhhoa.gov.vn,"UBND Phường Ba Đình, Thành phố Thanh Hóa, tỉnh Thanh Hóa",Tổ chức nhà nước,26/09/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/badinhtpthanhhoathanhhoagovvn-1727317774
bancong.bathuoc.thanhhoa.gov.vn,"UBND Xã Ban Công, Huyện Bá Thước, tỉnh Thanh Hóa",Tổ chức nhà nước,21/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/bancongbathuocthanhhoagovvn-1724148332
battrang.gialam.hanoi.gov.vn,"UBND xã Bát Tràng, Gia Lâm, Hà Nội",Tổ chức nhà nước,11/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/battranggialamhanoigovvn-1731049821
bdt.dienbien.gov.vn,Ban dân tộc tỉnh Điện Biên,Tổ chức nhà nước,13/09/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/bdtdienbiengovvn-1726198950
binhan-dian.gov.vn,"UBND phường Bình An , thành phố Dĩ An,  tỉnh Bình Dương",Tổ chức nhà nước,15/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/binhan-diangovvn-1728877588
binhduong.gov.vn,UBND tỉnh Bình Dương,Tổ chức nhà nước,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/binhduong.gov.vn
binhminh.thixanghison.thanhhoa.gov.vn,"UBND phường Bình Minh Thị xã Nghi Sơn, tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/binhminhthixanghisonthanhhoagovvn-1723522363
binhthuan.gov.vn,UBND tỉnh Bình Thuận,Tổ chức nhà nước,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/binhthuan.gov.vn
canhuu-quocoai.thudo.gov.vn,"UBND xã Cấn Hữu, huyện Quốc Oai, Hà Nội",Tổ chức nhà nước,22/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/canhuu-quocoaithudogovvn-1732090920
cbbank.vn,Ngân hàng Thương mại TNHH MTV Xây dựng Việt Nam (CBBank),Ngân hàng - Tài chính,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/cbbank.vn
chicucqlclnltsthanhhoa.gov.vn,"Chi cục Quản lý chất lượng Nông, lâm sản và Thủy sản tỉnh Thanh Hóa",Tổ chức nhà nước,17/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/chicucqlclnltsthanhhoagovvn-1729132863
chora.babe.gov.vn,Uỷ Ban Nhân Dân Thị Trấn Chợ Rã,Tổ chức nhà nước,06/12/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/chorababegovvn-1733128745
cobi.gialam.hanoi.gov.vn,"UBND xã Cổ Bi, Gia Lâm, Hà Nội",Tổ chức nhà nước,11/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/cobigialamhanoigovvn-1731049570
codong.sontay.hanoi.gov.vn,"UBND xã Cổ Đông, thị xã Sơn Tây, Hà Nội",Tổ chức nhà nước,27/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/codongsontayhanoigovvn-1732682693
colung.bathuoc.thanhhoa.gov.vn,"UBND Xã Cổ Lũng, Huyện Bá Thước, tỉnh Thanh Hóa",Tổ chức nhà nước,21/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/colungbathuocthanhhoagovvn-1724148932
congchinh.nongcong.thanhhoa.gov.vn,"UBND xã Công Chính Huyện Nông Cống, Tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/congchinhnongcongthanhhoagovvn-1723532159
congdoanbrvt.org.vn,Liên đoàn Lao động tỉnh Bà Rịa - Vũng Tàu,Tổ chức nhà nước,02/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/congdoanbrvtorgvn-1725938436
conghoa-quocoai.thudo.gov.vn,"UBND xã Cộng Hoà, huyện Quốc Oai, Hà Nội",Tổ chức nhà nước,22/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/conghoa-quocoaithudogovvn-1732090822
congliem.nongcong.thanhhoa.gov.vn,"UBND xã Công Liêm Huyện Nông Cống, Tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/congliemnongcongthanhhoagovvn-1723532128
congtacxahoi.thanhhoa.gov.vn,Trung tâm Cung cấp dịch vụ công tác xã hội Thanh Hóa,Tổ chức nhà nước,17/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/congtacxahoithanhhoagovvn-1729133068
ctk.bacninh.gov.vn,Cục Thống kê tỉnh Bắc Ninh,Tổ chức nhà nước,23/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ctkbacninhgovvn-1729646351
cucthongkethuathienhue.gso.gov.vn,Cục Thống kê Tỉnh Thừa Thiên Huế,Tổ chức nhà nước,23/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/cucthongkethuathienhuegsogovvn-1724233573
daibieuquochoi.thuathienhue.gov.vn,Đoàn Đại biểu Quốc hội tỉnh Thừa Thiên Huế,Tổ chức nhà nước,23/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/daibieuquochoithuathienhuegovvn-1729651853
dailoc.hauloc.thanhhoa.gov.vn,"UBND xã Đại Lộc, Huyện Hậu Lộc, tỉnh Thanh Hóa",Tổ chức nhà nước,21/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dailochaulocthanhhoagovvn-1724210310
daithanh-quocoai.thudo.gov.vn,"UBND xã Đại Thành, Hà Nội",Tổ chức nhà nước,22/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/daithanh-quocoaithudogovvn-1732084725
daknong.gov.vn,UBND tỉnh Đắk Nông,Tổ chức nhà nước,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/daknong.gov.vn
daton.gialam.hanoi.gov.vn,"UBND xã Đa Tốn, Gia Lâm, Hà Nội",Tổ chức nhà nước,11/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/datongialamhanoigovvn-1731049461
dienbien.tpthanhhoa.thanhhoa.gov.vn,"UBND Phường Điện Biên, Thành phố Thanh Hóa, tỉnh Thanh Hóa",Tổ chức nhà nước,26/09/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dienbientpthanhhoathanhhoagovvn-1727317812
dienha.bathuoc.thanhhoa.gov.vn,"UBND Xã Điền Hạ, Huyện Bá Thước, tỉnh Thanh Hóa",Tổ chức nhà nước,21/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dienhabathuocthanhhoagovvn-1724148538
dienlu.bathuoc.thanhhoa.gov.vn,"UBND Xã Điền Lư, Huyện Bá Thước, tỉnh Thanh Hóa",Tổ chức nhà nước,21/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dienlubathuocthanhhoagovvn-1724148498
dienquang.bathuoc.thanhhoa.gov.vn,"UBND Xã Điền Quang, Huyện Bá Thước, tỉnh Thanh Hóa",Tổ chức nhà nước,21/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dienquangbathuocthanhhoagovvn-1724148569
dienthuong.bathuoc.thanhhoa.gov.vn,"UBND Xã Điền Thượng, Huyện Bá Thước, tỉnh Thanh Hóa",Tổ chức nhà nước,21/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dienthuongbathuocthanhhoagovvn-1724148600
dientrung.bathuoc.thanhhoa.gov.vn,"UBND Xã Điền Trung, Huyện Bá Thước, tỉnh Thanh Hóa",Tổ chức nhà nước,21/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dientrungbathuocthanhhoagovvn-1724149091
dinhbinh.yendinh.thanhhoa.gov.vn,"UBND xã Định Bình, Huyện Yên Định, tỉnh Thanh Hóa",Tổ chức nhà nước,25/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dinhbinhyendinhthanhhoagovvn-1732250126
dinhcong.yendinh.thanhhoa.gov.vn,"UBND xã Định Công, Huyện Yên Định, tỉnh Thanh Hóa",Tổ chức nhà nước,25/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dinhcongyendinhthanhhoagovvn-1729824046
dinhhai.thixanghison.thanhhoa.gov.vn,"UBND xã Định Hải Thị xã Nghi Sơn, tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dinhhaithixanghisonthanhhoagovvn-1723521574
dinhhai.yendinh.thanhhoa.gov.vn,"UBND xã Định Hải, Huyện Yên Định, tỉnh Thanh Hóa",Tổ chức nhà nước,25/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dinhhaiyendinhthanhhoagovvn-1729824114
dinhhoa.yendinh.thanhhoa.gov.vn,"UBND xã Định Hòa, Huyện Yên Định, tỉnh Thanh Hóa",Tổ chức nhà nước,25/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dinhhoayendinhthanhhoagovvn-1732250093
dinhlien.yendinh.thanhhoa.gov.vn,"UBND xã Định Liên, Huyện Yên Định, tỉnh Thanh Hóa",Tổ chức nhà nước,25/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dinhlienyendinhthanhhoagovvn-1729824010
dinhlong.yendinh.thanhhoa.gov.vn,"UBND xã Định Long, Huyện Yên Định, tỉnh Thanh Hóa",Tổ chức nhà nước,25/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dinhlongyendinhthanhhoagovvn-1729823975
dinhtan.yendinh.thanhhoa.gov.vn,"UBND xã Định Tân, Huyện Yên Định, tỉnh Thanh Hóa",Tổ chức nhà nước,25/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dinhtanyendinhthanhhoagovvn-1729824082
dinhthanh.yendinh.thanhhoa.gov.vn,"UBND xã Định Thành, Huyện Yên Định, tỉnh Thanh Hóa",Tổ chức nhà nước,25/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dinhthanhyendinhthanhhoagovvn-1732250159
dongcuong.tpthanhhoa.thanhhoa.gov.vn,"UBND Phường Đông Cương, Thành phố Thanh Hóa, tỉnh Thanh Hóa",Tổ chức nhà nước,26/09/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dongcuongtpthanhhoathanhhoagovvn-1727317975
dongdu.gialam.hanoi.gov.vn,"UBND xã Đông Dư, Gia Lâm, Hà Nội",Tổ chức nhà nước,11/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dongdugialamhanoigovvn-1731049792
donghai.tpthanhhoa.thanhhoa.gov.vn,"UBND Phường Đông Hải, Thành phố Thanh Hóa, tỉnh Thanh Hóa",Tổ chức nhà nước,26/09/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/donghaitpthanhhoathanhhoagovvn-1727318129
donghuong.tpthanhhoa.thanhhoa.gov.vn,"UBND Phường Đông Hương, Thành phố Thanh Hóa, tỉnh Thanh Hóa",Tổ chức nhà nước,26/09/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/donghuongtpthanhhoathanhhoagovvn-1727318172
donglo-unghoa.thudo.gov.vn,"UBND Xã Đông Lỗ, Hà Nội",Tổ chức nhà nước,17/12/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/donglo-unghoathudogovvn-1734401821
dongloc.hauloc.thanhhoa.gov.vn,"UBND xã Đồng Lộc, Huyện Hậu Lộc, tỉnh Thanh Hóa",Tổ chức nhà nước,21/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/donglochaulocthanhhoagovvn-1724210351
dongquang-quocoai.thudo.gov.vn,"UBND xã Đồng Quang, Hà Nội",Tổ chức nhà nước,22/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dongquang-quocoaithudogovvn-1732084646
dongson.tpthanhhoa.thanhhoa.gov.vn,"UBND Phường Đông Sơn, Thành phố Thanh Hóa, tỉnh Thanh Hóa",Tổ chức nhà nước,26/09/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dongsontpthanhhoathanhhoagovvn-1727318204
dongtan-unghoa.thudo.gov.vn,"UBND Xã Đồng Tân, Hà Nội",Tổ chức nhà nước,17/12/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/dongtan-unghoathudogovvn-1734402287
